movieId,title,genres,sinopsis
204,Under Siege 2: Dark Territory (1995),Action,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite."
205,Unstrung Heroes (1995),Comedy|Drama,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons."
206,Unzipped (1995),Documentary,One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.
207,"Walk in the Clouds, A (1995)",Drama|Romance,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.
208,Waterworld (1995),Action|Adventure|Sci-Fi,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land."
209,White Man's Burden (1995),Drama,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain."
210,Wild Bill (1995),Western,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
211,"Browning Version, The (1994)",Drama,"On the verge of forced resignation, a strict old-fashioned teacher rethinks his life."
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,"On the run from authorities, a sleazy courier poses as a Scout leader on a camping trip. But he has no idea what he's in for when he must actually take charge of a group of kids."
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process of his life's downfall is already running."
214,Before the Rain (Pred dozhdot) (1994),Drama|War,Three interconnected stories of love under the threat of civil war in Macedonia and London.
215,Before Sunrise (1995),Drama|Romance,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
216,Billy Madison (1995),Comedy,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
217,"Babysitter, The (1995)",Drama|Thriller,A teenage babysitter is the focus of two boys and a man's separate obsessions.
218,Boys on the Side (1995),Comedy|Drama,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends."
219,"Cure, The (1995)",Drama,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer."
220,Castle Freak (1995),Horror,A man travels to Italy with his family to live in the castle they have recently inherited. But he soon begins to suspect that they are not the only occupants.
222,Circle of Friends (1995),Drama|Romance,"3 women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins."
223,Clerks (1994),Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover."
225,Disclosure (1994),Drama|Thriller,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
227,Drop Zone (1994),Action|Thriller,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
228,Destiny Turns on the Radio (1995),Comedy,"After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille."
229,Death and the Maiden (1994),Drama|Thriller,A political activist is convinced that her guest is a man who once tortured her for the government.
230,Dolores Claiborne (1995),Drama|Thriller,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it."
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.
233,Exotica (1994),Drama,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away."
234,Exit to Eden (1994),Comedy,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden."
235,Ed Wood (1994),Comedy|Drama,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
236,French Kiss (1995),Action|Comedy|Romance,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.
237,Forget Paris (1995),Comedy|Romance,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs."
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,"Angus McCormick adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with his father, John, he and Yellow become stranded when turbulent waters capsize their boat. John and his wife, Katherine, relentlessly badger rescue teams. Angus, schooled by John in wilderness survival skills, and assisted by intelligent... Read all"
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
240,Hideaway (1995),Thriller,"Hatch gets a special resuscitative medicine after ""dying"" in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams?"
241,Fluke (1995),Children|Drama,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family."
242,Farinelli: il castrato (1994),Drama|Musical,"The story of castrato opera singer Carlo Broschi, who enthralled 18th-century European audiences under his stage name Farinelli."
243,Gordy (1995),Children|Comedy|Fantasy,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.
246,Hoop Dreams (1994),Documentary,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.
247,Heavenly Creatures (1994),Crime|Drama,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge."
248,Houseguest (1994),Comedy,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb."
249,Immortal Beloved (1994),Drama|Romance,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life."
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor."
251,"Hunted, The (1995)",Action,"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime target of a dangerous ninja cult."
